ID,COMPONENT_ARBITRARY,ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOPTIMETHGLY,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
TRAIN_00106,COMPONENT3,2402,2008,29,550,1,0,1,0,0,12,0.0,1,17,74,,,,,,,1006,,0.0,,0,8,12,3,0,5,2216,4,3440,31290,9,325,3,,4,,,,,,,,,0,,144.2,60,0
TRAIN_00107,COMPONENT3,4164,2019,1,200,0,7,2,0,0,15,0.0,0,6,2,,,,,,,670,,0.2,15.0,0,8,6,0,7,5,189,0,3385,19530,0,282,0,,3,,,,,,,,,0,,181.8,15,0
TRAIN_00108,COMPONENT4,2400,2009,4,200,0,2,2,0,0,107,,0,0,577,,,,,,,19,,0.0,10.0,0,12,1,181,7,0,1183,1,13,5249,1,8,1,,0,,,,,,,,,0,,79.4,1242,0
TRAIN_00109,COMPONENT3,3135,2014,6,200,0,4,138,0,0,3243,0.0,0,1,0,,,,,,,68,,0.0,2.0,0,0,0,0,0,0,884,0,151,18950,0,2,0,,0,,,,,,,,,0,,132.1,13,0
TRAIN_00110,COMPONENT3,3821,2014,3,200,0,0,2,0,0,52,0.0,0,0,0,,,,,,,22,,0.0,2.0,0,10,0,0,0,0,198,0,24,18680,0,3,0,,0,,,,,,,,,0,,150.8,35,0
TRAIN_00111,COMPONENT2,2912,2011,4,200,0,3,390,0,0,3261,0.0,0,0,49,,,,,,,12,,0.0,2.0,0,2,0,0,1,0,408,1,11,1870,0,9,0,,0,0.0,0.0,1.0,1.0,2.0,10.0,401.0,10733.0,0,,46.6,627,0
TRAIN_00112,COMPONENT4,1647,2019,4,200,0,3,7,0,0,3566,0.0,0,0,6,,,,,,,27,,0.0,5.0,0,7,4,0,23,0,941,0,18,4141,0,4,0,,0,,,,,,,,,0,,57.4,1066,0
TRAIN_00113,COMPONENT3,7149,2021,1,398,0,1,8,0,0,3284,0.0,0,6,2,,,,,,,396,,0.0,,0,12,4,0,4,0,227,0,2399,26280,0,368,0,,7,,,,,,,,,0,,124.7,26,0
TRAIN_00114,COMPONENT1,3450,2011,3,200,0,4,213,0,0,2954,0.0,0,2,15,15.0,6.0,0.0,12.0,17.0,7.1,23,0.0,0.0,4.0,0,10,3,4,5,0,948,10,10,3980,0,12,15,0.0,0,,,,,,,,,0,11.6,85.1,1053,0
TRAIN_00115,COMPONENT3,6017,2018,3,1600,0,0,0,0,0,135,0.0,0,0,4,,,,,,,12,,0.0,0.0,0,1,0,0,0,0,842,0,47,17140,0,0,0,,0,,,,,,,,,0,,132.5,8,0
TRAIN_00116,COMPONENT1,8807,2017,4,657,0,22,10,0,0,403,0.0,0,0,5,11.0,7.0,0.0,12.0,20.0,7.9,28,0.0,0.0,1.0,0,10,0,0,12,0,944,2,18,7987,0,6,1,0.4,0,,,,,,,,,0,12.3,85.5,1161,0
TRAIN_00117,COMPONENT1,2872,2008,7,200,0,0,0,0,0,76,,0,1,2,11.0,7.0,1.0,12.0,20.0,10.6,15,0.0,0.0,3.0,0,9,0,1,0,0,981,1,4,10971,0,5,0,0.7,0,,,,,,,,,0,13.2,94.5,1105,0
TRAIN_00118,COMPONENT3,3043,2013,7,200,0,2,110,0,0,3114,0.0,0,7,3,,,,,,,2079,,0.3,1.0,0,3,15,18,7,1,2691,0,88,44770,0,6,0,,0,,,,,,,,,0,,146.6,24,0
TRAIN_00119,COMPONENT3,2765,2017,4,550,0,4,471,0,0,3843,0.0,0,0,22,,,,,,,74,,0.0,2.0,0,7,0,0,1,0,925,0,58,3607,0,8,0,,0,,,,,,,,,0,,63.2,1140,0
TRAIN_00120,COMPONENT2,4988,2018,5,200,0,2,3,0,0,3300,0.0,0,0,0,,,,,,,5,,0.0,0.0,0,5,0,0,0,0,359,0,10,6352,0,3,0,,0,0.0,0.0,7.0,11.0,24.0,85.0,1876.0,24032.0,0,,67.9,482,0
TRAIN_00121,COMPONENT3,1653,2009,2,200,0,7,96,1,0,3033,0.0,0,3,8,,,,,,,220,,0.0,2.0,0,10,5,10,14,0,1170,0,195,9677,0,25,0,,0,,,,,,,,,0,,70.2,1477,0
TRAIN_00122,COMPONENT3,1704,2014,4,200,0,3,464,0,0,3960,0.0,0,1,6,,,,,,,76,,0.0,0.0,0,0,0,0,0,0,989,0,57,18720,0,1,0,,0,,,,,,,,,0,,125.8,12,0
TRAIN_00123,COMPONENT3,2883,2012,6,200,0,0,0,0,0,110,0.0,0,3,0,,,,,,,233,,0.0,5.0,0,3,3,0,4,0,1490,0,342,25120,0,126,0,,2,,,,,,,,,0,,150.3,21,0
TRAIN_00124,COMPONENT3,4542,2011,50,550,0,1,7,0,0,733,0.0,0,10,48,,,,,,,468,,0.0,,0,3,8,1,0,2,634,0,173,18567,1,7,0,,0,,,,,,,,,0,,140.5,44,1
TRAIN_00125,COMPONENT3,1728,2014,20,403,0,0,1,2,0,21,0.0,0,0,0,,,,,,,77,,0.0,0.0,0,2,0,0,0,0,595,0,438,18410,0,12,0,,0,,,,,,,,,0,,131.5,29,0
TRAIN_00126,COMPONENT3,9986,2008,8,200,0,0,63,0,0,38,0.0,0,1,0,,,,,,,6,,0.0,,0,3,0,2,13,0,456,1,20,18480,3,1,1,,0,,,,,,,,,0,,144.7,31,0
TRAIN_00127,COMPONENT3,2108,2009,8,200,0,0,1,0,0,15,0.0,0,0,0,,,,,,,64,,0.0,0.0,0,2,0,2,1,0,436,0,305,22560,0,5,0,,0,,,,,,,,,0,,148.0,45,0
TRAIN_00128,COMPONENT3,2862,2021,1,400,0,4,0,0,0,92,0.0,0,16,6,,,,,,,1645,,0.0,17.0,0,15,15,2,10,6,882,2,1686,20920,0,841,0,,5,,,,,,,,,0,,325.3,19,0
TRAIN_00129,COMPONENT3,1374,2014,9,375,0,2,3,0,0,2228,0.0,0,2,1,,,,,,,227,,0.0,5.0,0,6,3,0,3,1,506,0,10948,20030,0,110,0,,1,,,,,,,,,0,,126.9,10,0
TRAIN_00130,COMPONENT3,5474,2009,9,200,0,1,4,1,0,47,0.0,0,0,16,,,,,,,17,,0.0,2.0,0,8,4,0,12,0,1001,0,22,9914,0,21,0,,0,,,,,,,,,0,,68.9,1320,0
TRAIN_00131,COMPONENT1,4817,2012,3,200,0,2,172,0,0,8,0.0,0,2,5,13.0,7.0,0.0,13.0,19.0,9.5,50,0.0,0.0,0.0,0,22,1,6,2,1,1269,4,19,9129,0,11,2,0.3,0,,,,,,,,,0,12.1,86.5,1609,0
TRAIN_00132,COMPONENT2,5743,2019,2,393,0,7,5,0,0,117,0.0,0,0,5,,,,,,,1,,0.0,,0,1,0,0,0,0,561,0,24,1225,0,0,0,,0,0.0,0.0,1.0,8.0,9.0,24.0,1946.0,17231.0,0,,45.0,622,0
TRAIN_00133,COMPONENT3,3468,2014,4,200,0,0,56,0,0,32,0.0,0,2,7,,,,,,,194,,0.0,0.0,0,0,1,0,2,0,848,0,45,16670,0,3,0,,0,,,,,,,,,0,,123.6,15,0
TRAIN_00134,COMPONENT3,2052,2011,12,200,0,3,28,0,0,2052,0.0,0,11,1,,,,,,,456,,0.0,3.0,0,26,4,0,4,2,279,1,379,17720,0,116,0,,1,,,,,,,,,0,,132.8,23,0
TRAIN_00135,COMPONENT3,1664,2012,3,548,0,4,3,1,0,47,0.0,0,1,41,,,,,,,94,,0.0,0.0,0,0,1,0,1,1,931,0,126,17480,0,3,0,,0,,,,,,,,,0,,128.6,24,0
TRAIN_00136,COMPONENT1,1730,2016,6,200,0,9,11,0,0,149,0.0,0,0,5,10.0,6.0,0.0,11.0,17.0,7.7,43,0.0,0.0,3.0,0,10,0,36,9,0,952,0,22,4238,0,30,0,0.4,0,,,,,,,,,0,12.5,90.3,1166,0
TRAIN_00137,COMPONENT1,2320,2015,16,200,0,2,7,0,0,38,0.0,0,1,8,17.0,9.0,2.0,14.0,23.0,7.2,53,0.0,0.0,0.0,0,12,1,56,12,0,952,13,9,6450,0,8,2,0.7,0,,,,,,,,,0,12.8,99.5,1135,0
TRAIN_00138,COMPONENT3,3090,2015,11,200,0,0,5,0,0,48,0.0,0,0,0,,,,,,,71,,0.0,0.0,0,0,0,0,0,0,217,0,626,15070,0,0,0,,0,,,,,,,,,0,,150.1,10,0
TRAIN_00139,COMPONENT3,1737,2014,5,200,0,0,17,0,0,6,0.0,0,0,26,,,,,,,123,,0.0,0.0,11,103,1,15,2,0,1971,1,1392,30380,0,3,2,,0,,,,,,,,,0,,137.3,17,0
TRAIN_00140,COMPONENT3,3270,2008,8,200,0,7,126,0,0,3197,0.0,0,1,4,,,,,,,82,,0.0,,0,3,1,5,0,1,2434,1,57,28234,1,6,1,,0,,,,,,,,,0,,145.2,74,0
TRAIN_00141,COMPONENT3,5204,2018,2,200,0,0,5,0,0,201,0.0,0,3,0,,,,,,,192,,0.0,4.0,0,6,3,2,6,0,1218,0,642,22190,0,113,0,,3,,,,,,,,,0,,124.4,28,0
TRAIN_00142,COMPONENT3,1677,2017,2,200,0,6,1,2,0,25,0.0,0,0,1,,,,,,,47,,0.0,0.0,0,1,0,1,2,0,2280,0,38,33490,0,2,0,,0,,,,,,,,,0,,133.2,19,0
TRAIN_00143,COMPONENT3,2619,2019,4,582,0,1,103,0,0,2774,0.0,0,0,4,,,,,,,19,,0.0,,0,5,0,0,5,0,1435,1,27,18430,2,30,0,,0,,,,,,,,,0,,144.4,567,0
TRAIN_00144,COMPONENT3,5212,2020,4,1031,0,0,10,0,0,29,0.0,0,2,32,,,,,,,105,,0.0,1.0,0,0,2,0,1,1,945,1,94,18720,0,2,0,,0,,,,,,,,,0,,127.7,28,0
TRAIN_00145,COMPONENT3,1726,2015,10,200,0,0,193,7,0,513,0.0,0,2,0,,,,,,,145,,0.0,6.0,1,0,3,0,4,0,513,0,2551,16110,0,7,0,,0,,,,,,,,,0,,169.9,148,0
TRAIN_00146,COMPONENT2,2612,2010,3,200,0,0,0,0,0,42,,0,0,144,,,,,,,1,,0.0,4.0,0,4,0,0,0,0,453,2,14,1159,2,1,1,,0,0.0,0.0,0.0,0.0,1.0,10.0,517.0,15221.0,0,,44.4,713,0
TRAIN_00147,COMPONENT3,1394,2012,12,200,0,3,24,0,0,3164,0.0,0,5,2,,,,,,,807,,0.0,13.0,0,9,5,9,4,0,900,0,2380,16610,0,275,0,,5,,,,,,,,,0,,124.7,88,0
TRAIN_00148,COMPONENT3,4531,2022,2,533,0,2,149,0,0,4243,0.0,0,0,15,,,,,,,26,,0.0,0.0,0,12,0,0,23,0,1335,0,30,4552,2,69,0,,0,,,,,,,,,0,,112.9,1470,0
TRAIN_00149,COMPONENT4,1899,2011,26,200,0,2,3,0,0,2925,0.0,0,0,6,,,,,,,46,,0.0,0.0,0,0,0,0,0,0,326,0,18,1556,0,3,0,,0,,,,,,,,,0,,37.6,21,0
TRAIN_00150,COMPONENT1,1399,2016,14,200,0,0,19,0,0,131,0.0,0,0,0,14.0,5.0,1.0,12.0,20.0,8.5,12,0.0,0.0,2.0,0,10,0,43,1,0,921,0,27,10280,0,11,0,0.1,0,,,,,,,,,0,13.2,92.0,997,0
TRAIN_00151,COMPONENT3,9109,2017,2,636,0,19,1,0,0,104,0.0,0,2,0,,,,,,,183,,0.0,2.0,0,0,1,0,0,0,94,0,254,14240,0,16,0,,0,,,,,,,,,0,,140.7,4,1
TRAIN_00152,COMPONENT3,2400,2010,3,401,0,3,4,0,0,2153,0.0,0,8,5,,,,,,,222,,0.0,2.0,5,4,6,1,2,0,644,0,377,15815,0,8,1,,0,,,,,,,,,2,,134.2,28,0
TRAIN_00153,COMPONENT3,4942,2018,3,200,0,2,135,1,0,3726,0.0,0,1,16,,,,,,,259,,0.0,2.0,0,19,4,3,2,0,1161,0,314,5993,0,62,0,,0,,,,,,,,,0,,107.9,1443,0
TRAIN_00154,COMPONENT3,4560,2013,7,200,0,2,2,0,0,61,0.0,0,4,0,,,,,,,140,,0.0,0.0,0,9,2,0,2,1,1031,0,100,19460,0,26,0,,2,,,,,,,,,0,,128.6,6,0
TRAIN_00155,COMPONENT3,2277,2021,5,200,0,2,0,0,0,937,0.0,0,6,0,,,,,,,368,,2.3,,0,9,4,0,8,0,177,1,886,18710,0,182,0,,7,,,,,,,,,0,,124.2,12,0
TRAIN_00156,COMPONENT3,5204,2018,2,200,0,1,3,0,0,66,0.0,0,1,0,,,,,,,94,,0.0,2.0,0,1,1,0,4,0,1200,0,312,22720,0,29,0,,1,,,,,,,,,0,,124.8,22,0
TRAIN_00157,COMPONENT3,1700,2011,6,557,0,1,183,0,0,10,0.0,0,0,34,,,,,,,24,,0.0,0.0,0,0,1,1,3,2,1000,0,33,26240,0,0,0,,0,,,,,,,,,1,,145.1,24,0
TRAIN_00158,COMPONENT1,1959,2008,5,200,0,2,14,2,0,132,,0,2,15,19.0,12.0,1.0,19.0,28.0,11.3,52,0.0,0.0,12.0,0,17,1,205,3,0,1123,2,7,5854,0,9,3,2.1,0,,,,,,,,,0,15.6,131.0,1351,0
TRAIN_00159,COMPONENT3,1191,2012,16,391,0,4,5,4,0,2663,0.0,0,1,8,,,,,,,61,,0.0,0.0,0,2,1,0,0,0,335,0,22,18430,0,6,0,,0,,,,,,,,,0,,137.7,25,0
TRAIN_00160,COMPONENT3,1338,2016,10,200,0,0,12,0,0,145,0.0,0,1,0,,,,,,,64,,0.0,0.0,0,0,1,4,2,0,802,0,137,17810,0,3,0,,0,,,,,,,,,0,,131.3,29,0
TRAIN_00161,COMPONENT3,3514,2014,14,550,0,2,167,2,0,10,0.0,0,0,0,,,,,,,45,,0.0,0.0,0,2,0,16,2,0,1033,0,209,21230,0,2,0,,0,,,,,,,,,0,,126.6,118,0
TRAIN_00162,COMPONENT4,4278,2020,1,613,0,2,103,0,0,3402,0.0,0,0,3,,,,,,,19,,0.0,,0,836,0,42,29,0,1248,0,12,2867,1,6,0,,0,,,,,,,,,0,,60.0,1217,0
TRAIN_00163,COMPONENT4,1000,2016,1,200,0,3,440,0,0,2723,0.0,0,0,67,,,,,,,13,,0.0,2.0,0,260,0,99,14,0,950,0,18,3903,0,7,0,,0,,,,,,,,,0,,78.3,1077,0
TRAIN_00164,COMPONENT3,7706,2009,4,200,0,0,2,0,0,10,0.0,0,2,1,,,,,,,223,,0.0,,2,5,5,1,3,0,1625,3,3597,23417,4,5,1,,0,,,,,,,,,0,,151.5,41,0
TRAIN_00165,COMPONENT3,1355,2014,4,200,0,1,123,2,0,3439,0.0,0,2,15,,,,,,,71,,0.0,0.0,0,1,1,2,3,1,2485,0,160,37780,0,2,1,,0,,,,,,,,,0,,138.6,26,0
TRAIN_00166,COMPONENT2,6083,2012,4,200,0,2,2,0,0,113,0.0,0,0,23,,,,,,,70,,0.0,0.0,0,0,0,0,0,0,267,0,49,10050,0,2,0,,0,0.0,0.0,0.0,26.0,56.0,204.0,17420.0,36675.0,0,,45.7,307,0
TRAIN_00167,COMPONENT2,2527,2007,9,502,0,5,0,0,0,2858,0.0,0,0,163,,,,,,,1,,0.0,,0,2,0,1,0,0,489,1,12,1256,1,1,0,,0,0.0,0.0,0.0,1.0,3.0,21.0,391.0,14250.0,0,,44.6,689,0
TRAIN_00168,COMPONENT3,1373,2010,8,200,0,3,7,0,0,63,0.0,0,3,0,,,,,,,150,,0.0,0.0,1,2,3,0,4,0,402,0,3825,13850,0,0,0,,0,,,,,,,,,0,,138.5,13,0
TRAIN_00169,COMPONENT3,2512,2010,15,200,0,9,120,0,0,2240,,0,3,105,,,,,,,162,,0.0,4.0,1,3,3,0,3,1,457,1,40,15804,0,8,1,,0,,,,,,,,,0,,134.3,65,0
TRAIN_00170,COMPONENT1,10536,2020,5,200,0,14,23,0,0,377,,0,2,1,17.0,7.0,0.0,15.0,23.0,9.0,20,0.0,0.0,3.0,0,28,1,1,1,0,1103,2,16,7633,1,6,0,0.2,0,,,,,,,,,0,,113.4,1098,0
TRAIN_00171,COMPONENT1,3254,2009,3,200,0,0,10,0,0,289,0.0,0,0,0,9.0,6.0,0.0,9.0,17.0,8.4,11,0.0,0.0,2.0,0,10,0,0,3,0,1030,0,9,4991,0,5,0,0.2,0,,,,,,,,,0,12.8,92.6,1184,0
TRAIN_00172,COMPONENT4,63454,2017,6,900,0,2,2,1,0,2690,0.0,0,0,10,,,,,,,24,,0.0,8.0,0,12,8,7,38,0,1360,0,10,7425,0,7,0,,0,,,,,,,,,0,,64.7,1628,0
TRAIN_00173,COMPONENT4,2977,2019,3,571,0,8,0,0,0,130,0.0,0,0,8,,,,,,,131,,0.0,,0,0,1,0,5,0,376,0,41,1457,0,3,0,,0,,,,,,,,,0,,37.8,52,0
TRAIN_00174,COMPONENT3,1140,2011,14,200,0,0,4,0,0,94,0.0,0,1,14,,,,,,,151,,0.1,2.0,0,2,1,0,0,0,936,0,65,20510,0,8,0,,0,,,,,,,,,0,,134.7,83,0
TRAIN_00175,COMPONENT3,1555,2008,4,200,0,299,61,2,0,2972,1.0,0,6,9,,,,,,,528,,0.0,,0,8,7,13,9,1,1158,3,275,10576,0,35,0,,0,,,,,,,,,0,,74.3,1383,1
TRAIN_00176,COMPONENT3,3377,2016,5,200,0,0,2,0,0,23,0.0,0,1,1,,,,,,,35,,0.0,3.0,0,5,0,0,2,0,884,0,31,18250,0,6,0,,0,,,,,,,,,0,,151.4,183,0
TRAIN_00177,COMPONENT2,1634,2014,7,200,0,0,147,2,0,14,0.0,0,0,0,,,,,,,4,,0.0,0.0,0,2,0,0,0,0,269,0,11,6964,0,0,0,,0,0.0,0.0,6.0,6.0,7.0,33.0,754.0,7985.0,0,,63.5,338,0
TRAIN_00178,COMPONENT1,2740,2019,6,200,0,0,0,0,0,76,0.0,0,0,8,15.0,8.0,0.0,12.0,19.0,9.0,12,0.0,0.0,3.0,0,11,1,37,3,0,947,3,15,5574,1,4,0,0.6,0,,,,,,,,,0,16.3,126.0,1076,0
TRAIN_00179,COMPONENT3,1364,2009,6,200,0,3,4,1,0,76,0.0,0,6,11,,,,,,,1008,,0.0,0.0,0,10,11,15,9,1,1111,0,699,9352,0,25,0,,0,,,,,,,,,0,,70.6,1319,0
TRAIN_00180,COMPONENT3,4455,2014,3,200,0,2,6,0,0,2060,0.0,0,1,0,,,,,,,41,,0.0,6.0,0,7,0,1,1,0,468,2,81,20680,0,1,2,,0,,,,,,,,,0,,136.7,39,0
TRAIN_00181,COMPONENT3,1120,2010,10,320,0,5,6,7,0,3121,0.0,0,0,22,,,,,,,152,,0.0,0.0,0,7,11,4,5,0,1027,0,75,8213,0,17,0,,0,,,,,,,,,0,,58.5,1215,0
TRAIN_00182,COMPONENT3,1816,2009,3,1016,0,1,15,0,0,144,0.0,0,0,4,,,,,,,56,,0.0,2.0,0,0,0,0,0,0,217,0,67,20260,0,3,0,,0,,,,,,,,,0,,166.0,14,0
TRAIN_00183,COMPONENT3,1683,2020,2,316,0,2,2,0,0,2987,0.0,0,0,0,,,,,,,262,,0.0,,0,8,3,0,5,2,238,0,1099,20240,0,190,0,,3,,,,,,,,,0,,117.5,5,0
TRAIN_00184,COMPONENT1,3875,2015,4,200,0,2,6,0,0,76,0.0,0,2,8,16.0,7.0,2.0,12.0,22.0,8.0,22,0.0,0.0,5.0,0,9,0,43,0,0,948,3,19,8952,1,22,2,1.2,0,,,,,,,,,0,14.5,101.4,1077,0
TRAIN_00185,COMPONENT1,1709,2008,19,550,1,6,1,6,0,2,0.0,0,1,1,11.0,7.0,1.0,7.0,18.0,9.1,23,0.0,0.0,,1,7,1,102,1,0,793,8,12,6726,2,7,0,1.1,0,,,,,,,,,0,,111.0,900,1
TRAIN_00186,COMPONENT1,1528,2022,1,418,0,2,5,0,0,3748,0.0,0,0,4,8.0,5.0,0.0,9.0,17.0,8.0,22,1.0,0.0,7.0,0,20,0,0,4,0,1058,0,5,4193,3,0,0,0.4,0,,,,,,,,,0,13.6,100.6,1074,0
TRAIN_00187,COMPONENT1,2095,2018,16,200,0,1,117,5,0,3326,0.0,0,1,2,16.0,8.0,0.0,17.0,22.0,9.3,12,0.0,0.0,3.0,0,12,0,254,4,0,1147,0,15,5249,0,5,2,0.4,0,,,,,,,,,0,14.6,119.2,1399,0
TRAIN_00188,COMPONENT3,1393,2012,5,593,0,1,108,6,0,2982,0.0,0,6,26,,,,,,,524,,0.1,,0,5,4,1,0,1,524,4,525,25312,1,7,0,,0,,,,,,,,,0,,370.0,28,0
TRAIN_00189,COMPONENT4,5960,2014,5,200,0,2,4,0,0,2302,0.0,0,0,5,,,,,,,22,,0.0,3.0,0,146,2,2,13,0,1135,1,13,5382,0,4,0,,0,,,,,,,,,0,,69.7,1200,0
TRAIN_00190,COMPONENT3,1357,2008,10,375,0,2,28,4,0,40,1.0,0,3,6,,,,,,,221,,0.0,,0,12,5,11,5,1,1169,2,207,10180,0,32,0,,0,,,,,,,,,0,,71.1,1401,0
TRAIN_00191,COMPONENT2,1535,2011,13,200,0,2,1,0,0,3060,0.0,0,1,5,,,,,,,11,,0.0,3.0,0,2,0,3,0,0,381,0,10,4235,0,3,0,,0,0.0,0.0,0.0,3.0,4.0,8.0,82.0,2591.0,0,,54.8,523,0
TRAIN_00192,COMPONENT4,5612,2014,4,200,0,2,3,0,0,2182,0.0,0,0,2,,,,,,,18,,0.0,1.0,0,71,0,164,6,0,1324,0,13,4997,0,3,0,,0,,,,,,,,,0,,82.3,1433,0
TRAIN_00193,COMPONENT1,2249,2022,1,395,0,5,73,0,0,4001,0.0,0,0,0,9.0,6.0,0.0,10.0,19.0,9.2,17,1.0,0.0,0.0,0,10,0,38,0,1,959,3,5,2709,0,4,0,0.7,0,,,,,,,,,0,12.2,90.8,945,0
TRAIN_00194,COMPONENT3,1714,2011,6,200,0,2,3,0,0,16,0.0,0,0,0,,,,,,,32,,0.0,2.0,0,1,0,0,1,0,216,0,68,20780,0,3,0,,0,,,,,,,,,0,,140.5,27,0
TRAIN_00195,COMPONENT3,4251,2021,2,200,0,74,4,0,0,76,0.0,0,1,16,,,,,,,125,,0.0,0.0,0,0,2,0,2,1,278,2,196,18620,0,7,0,,0,,,,,,,,,0,,129.6,23,1
TRAIN_00196,COMPONENT3,1578,2013,13,200,0,3,137,0,0,1775,0.0,0,1,0,,,,,,,202,,0.0,3.0,0,3,3,0,7,0,339,1,436,14530,0,56,0,,0,,,,,,,,,0,,136.0,18,0
TRAIN_00197,COMPONENT1,1408,2015,3,200,0,9,124,0,0,3188,0.0,0,1,1,10.0,5.0,1.0,10.0,19.0,8.8,11,0.0,0.0,,0,11,0,2,3,0,1033,2,16,4785,0,4,2,0.8,0,,,,,,,,,0,12.8,94.3,1069,0
TRAIN_00198,COMPONENT3,2397,2009,12,200,0,3,3,0,0,3248,0.0,0,0,0,,,,,,,27,,0.0,,0,0,0,0,0,0,2267,0,35,27855,0,0,0,,0,,,,,,,,,0,,156.5,17,0
TRAIN_00199,COMPONENT1,1350,2018,4,384,0,1,2,0,0,3289,0.0,0,2,9,12.0,7.0,0.0,13.0,20.0,8.5,18,0.0,0.0,,0,752,2,38,5,1,938,3,18,3896,0,24,1,0.9,0,,,,,,,,,0,14.3,108.6,1186,0
TRAIN_00200,COMPONENT3,1390,2012,3,200,0,7,29,0,0,152,,0,9,22,,,,,,,407,,0.0,11.0,0,5,8,3,6,2,1853,2,1048,25212,1,31,1,,1,,,,,,,,,0,,152.1,42,0
TRAIN_00201,COMPONENT3,4614,2022,1,622,0,729,2,5,0,305,0.0,0,18,5,,,,,,,2011,,0.4,38.0,1,25,19,5,7,11,432,2,2025,18460,0,1237,0,,46,,,,,,,,,2,,152.3,93,1
TRAIN_00202,COMPONENT1,1423,2014,2,200,0,2,59,4,0,248,0.0,0,0,3,14.0,8.0,0.0,16.0,21.0,9.5,9,0.0,0.0,2.0,0,9,0,202,2,0,1003,0,15,4360,0,4,0,0.2,0,,,,,,,,,0,13.1,104.2,1154,0
TRAIN_00203,COMPONENT4,4490,2013,6,200,0,3,51,0,0,476,0.0,0,0,472,,,,,,,28,,0.0,3.0,0,216,0,134,6,0,892,0,14,4388,0,6,0,,0,,,,,,,,,0,,70.0,1033,0
TRAIN_00204,COMPONENT1,1341,2008,33,550,1,0,0,2,0,27,,0,2,2,13.0,9.0,1.0,12.0,19.0,9.6,80,0.0,0.0,5.0,0,1117,1,1,1,1,920,4,6,7376,2,11,1,0.5,0,,,,,,,,,0,12.9,92.1,1284,0
TRAIN_00205,COMPONENT3,6255,2010,5,200,0,110,122,0,0,135,0.0,1,1,20,,,,,,,107,,0.0,,1,14,2,0,0,2,410,6,1548,19058,2,14,1,,0,,,,,,,,,0,,128.7,35,1
TRAIN_00206,COMPONENT4,2088,2013,6,200,0,8,6,0,0,180,0.0,0,0,298,,,,,,,22,,0.0,3.0,0,10,2,168,12,0,1191,0,7,5287,0,4,0,,0,,,,,,,,,0,,82.2,1388,0
TRAIN_00207,COMPONENT3,9458,2012,8,200,0,3,21,0,0,14,1.0,0,7,145,,,,,,,1961,,0.0,,0,13,71,13,7,7,1267,3,3110,10061,1,34,8,,0,,,,,,,,,1,,70.8,1292,1
TRAIN_00208,COMPONENT1,1357,2008,13,550,1,4,111,6,0,3663,,0,2,3,13.0,9.0,0.0,17.0,22.0,9.6,23,0.0,0.0,7.0,0,14,1,234,4,0,1126,3,15,5129,1,10,2,0.4,0,,,,,,,,,0,14.9,123.3,1300,0
TRAIN_00209,COMPONENT3,1788,2015,3,200,0,1,24,0,0,152,0.0,0,0,4,,,,,,,34,,0.0,0.0,0,9,0,1,0,0,1036,0,42,5612,0,57,0,,0,,,,,,,,,0,,111.2,1350,0
TRAIN_00210,COMPONENT2,3676,2018,2,200,0,0,7,0,0,201,0.0,0,0,4,,,,,,,4,,0.0,0.0,0,0,0,0,1,0,477,0,17,1089,0,1,0,,0,0.0,0.0,1.0,2.0,2.0,9.0,565.0,4204.0,0,,44.4,705,0
TRAIN_00211,COMPONENT4,1156,2010,13,356,0,4,4,6,0,2795,0.0,0,0,402,,,,,,,18,,0.0,4.0,0,8,0,48,16,0,1019,0,9,7238,0,4,0,,0,,,,,,,,,0,,72.6,1104,0
TRAIN_00212,COMPONENT3,78418,2017,26,200,0,0,0,0,0,48,0.0,0,0,1,,,,,,,17,,0.0,0.0,0,11,0,0,0,0,850,0,16,19870,0,0,0,,0,,,,,,,,,0,,134.0,35,0
TRAIN_00213,COMPONENT3,2429,2018,6,550,0,2,1,0,0,28,,0,2,1,,,,,,,192,,0.0,7.0,0,1037,3,1,2,0,665,4,168,2604,0,37,1,,1,,,,,,,,,0,,37.1,769,0
TRAIN_00214,COMPONENT2,2192,2014,4,200,0,0,165,0,0,29,0.0,0,0,0,,,,,,,4,,0.0,0.0,0,3,0,0,0,0,226,1,5,2316,0,2,1,,0,18.0,27.0,209.0,262.0,402.0,510.0,2704.0,7701.0,0,,70.5,282,0
TRAIN_00215,COMPONENT4,2341,2008,5,1600,0,3,15,2,0,135,,0,0,66,,,,,,,16,,0.0,5.0,0,10,1,18,21,0,1025,3,11,5572,0,6,1,,0,,,,,,,,,0,,63.6,1142,0
TRAIN_00216,COMPONENT2,1998,2010,7,200,0,1,155,0,0,26,,0,0,185,,,,,,,57,,0.0,2.0,0,125,1,0,0,0,477,1,20,2031,1,2,1,,0,0.0,0.0,1.0,2.0,6.0,87.0,3696.0,20762.0,0,,46.1,682,0
